make,model,km_driven,ownership,transmission,engine,fuel,city,reg_year_int,car_age,price
Toyota,Glanza V,49974.0,First Owner,Manual,1197.0,Petrol,Pune,2021.0,4.0,749000.0
Maruti,Alto 800 LXI Opt BSVI,10372.0,Second Owner,Manual,796.0,Petrol,Bangalore,2023.0,2.0,368000.0
Volkswagen,Polo 1.0 TSI Highline Plus,42000.0,First Owner,Manual,999.0,Petrol,Noida,2020.0,5.0,650000.0
Tata,Tiago XT,13000.0,First Owner,Manual,1199.0,Petrol,Ahmedabad,2024.0,1.0,600000.0
Kia,Seltos HTK Plus G,49000.0,First Owner,Manual,1497.0,Petrol,Noida,2020.0,5.0,995000.0
Kia,Carens Prestige Plus Diesel iMT,9054.0,First Owner,Manual,1493.0,Diesel,Ghaziabad,2024.0,1.0,1301000.0
Renault,KWID RXT,57124.0,First Owner,Manual,799.0,Petrol,Jaipur,2017.0,8.0,275000.0
Toyota,Innova Crysta 2.8 ZX AT BSIV,150000.0,First Owner,Automatic,2755.0,Diesel,New Delhi,2017.0,8.0,1500000.0
Volkswagen,Taigun 1.0 TSI Topline AT BSVI,34597.0,First Owner,Automatic,999.0,Petrol,Mumbai,2022.0,3.0,1140000.0
Renault,KWID RXL,23420.0,Second Owner,Manual,799.0,Petrol,Bangalore,2018.0,7.0,327000.0
Honda,Brio S MT,42000.0,First Owner,Manual,1198.0,Petrol,Jaipur,2015.0,10.0,411000.0
Mahindra,XUV500 W11 FWD Diesel,150000.0,Second Owner,Manual,2179.0,Diesel,Jaipur,2018.0,7.0,900000.0
Volkswagen,Polo 1.2 MPI Comfortline,64213.0,First Owner,Manual,1198.0,Petrol,New Delhi,2013.0,12.0,311000.0
Honda,City i VTEC CVT VX,76000.0,First Owner,Automatic,1497.0,Petrol,Noida,2015.0,10.0,575000.0
Toyota,Fortuner 4x2 Manual,65000.0,First Owner,Manual,2982.0,Diesel,Kolkata,2015.0,10.0,1350000.0
Tata,Tiago 1.2 Revotron XM,45199.0,First Owner,Manual,1199.0,Petrol,Ahmedabad,2017.0,8.0,344000.0
Mahindra,XUV300 W6 BSVI,6500.0,First Owner,Manual,1197.0,Petrol,Chennai,2024.0,1.0,990000.0
Toyota,Innova 2.5 GX (Diesel) 7 Seater,85000.0,First Owner,Manual,2494.0,Diesel,Ahmedabad,2013.0,12.0,775000.0
Renault,KWID 1.0 RXT Opt,38051.0,First Owner,Manual,999.0,Petrol,Ahmedabad,2017.0,8.0,324000.0
Hyundai,i10 Asta,85000.0,Second Owner,Manual,1197.0,Petrol,Chandigarh,2012.0,13.0,265000.0
Tata,Hexa XMA,115000.0,Third Owner,Automatic,2179.0,Diesel,Chandigarh,2017.0,8.0,585000.0
Mahindra,Thar LX 4WD Hard Top AT BSVI,31000.0,First Owner,Automatic,1997.0,Petrol,Jaipur,2022.0,3.0,1350000.0
Mahindra,KUV 100 NXT G80 K2 Plus 6 Str,54035.0,Second Owner,Manual,1198.0,Petrol,Chennai,2019.0,6.0,417000.0
Honda,City i VTEC V,50000.0,First Owner,Manual,1497.0,Petrol,Kolkata,2017.0,8.0,480000.0
Skoda,Rapid 1.6 MPI Active Plus,80000.0,Second Owner,Manual,1598.0,Petrol,Noida,2013.0,12.0,250000.0
Hyundai,i20 Sportz IVT DT,40994.0,First Owner,Automatic,1197.0,Petrol,Hyderabad,2021.0,4.0,716000.0
Toyota,Glanza G,54034.0,First Owner,Manual,1197.0,Petrol,Jaipur,2021.0,4.0,601000.0
Renault,Kiger RXZ Turbo CVT DT,26000.0,First Owner,Automatic,999.0,Petrol,Pune,2021.0,4.0,785000.0
Honda,City i-VTEC CVT VX,42234.0,First Owner,Automatic,1497.0,Petrol,Kolkata,2018.0,7.0,599000.0
Volkswagen,Taigun 1.0 TSI Comfortline BSVI,21600.0,First Owner,Manual,999.0,Petrol,New Delhi,2024.0,1.0,1075000.0
Kia,Seltos HTK Plus iMT,34070.0,First Owner,Manual,1497.0,Petrol,Bangalore,2021.0,4.0,1129000.0
Kia,Seltos HTK Plus D,64901.0,First Owner,Manual,1493.0,Diesel,Pune,2020.0,5.0,1400000.0
Mahindra,Thar LX 4WD Hard Top Diesel AT BSVI,21174.0,First Owner,Automatic,2184.0,Diesel,Gurgaon,2022.0,3.0,1462000.0
Kia,Carens Luxury Plus iMT 6 STR,14649.0,First Owner,Manual,1482.0,Petrol,Ahmedabad,2023.0,2.0,1215000.0
Renault,KWID RXT,29110.0,First Owner,Manual,799.0,Petrol,Ahmedabad,2017.0,8.0,274000.0
Volkswagen,Polo GT 1.0 TSI,40000.0,First Owner,Automatic,999.0,Petrol,Bangalore,2022.0,3.0,1200000.0
Renault,KWID 1.0 RXT,584.0,First Owner,Manual,999.0,Petrol,Chennai,2025.0,0.0,510000.0
Honda,WR-V i-VTEC VX,31805.0,First Owner,Manual,1199.0,Petrol,Navi Mumbai,2017.0,8.0,615000.0
Volkswagen,Vento 1.6 Highline,32230.0,Second Owner,Manual,1598.0,Petrol,Kolkata,2017.0,8.0,350000.0
Skoda,Slavia 1.0 TSI Ambition BSVI,56460.0,First Owner,Manual,999.0,Petrol,Chandigarh,2022.0,3.0,925000.0
Volkswagen,Ameo 1.2 MPI Highline,87018.0,First Owner,Manual,1198.0,Petrol,Bangalore,2017.0,8.0,487000.0
Tata,Tiago 1.2 Revotron XZ,28000.0,Second Owner,Manual,1199.0,Petrol,Noida,2017.0,8.0,455000.0
Honda,New Accord 2.4 MT,120000.0,First Owner,Manual,2354.0,Petrol,Mumbai,2009.0,16.0,300000.0
Hyundai,Santro Magna CNG BSIV,76800.0,First Owner,Manual,1086.0,CNG,Ahmedabad,2019.0,6.0,405000.0
Hyundai,Alcazar Platinum (O) AT,20000.0,First Owner,Automatic,1999.0,Petrol,New Delhi,2022.0,3.0,1400000.0
Kia,Seltos GTX Plus DCT,41000.0,First Owner,Automatic,1353.0,Petrol,Chennai,2022.0,3.0,1590000.0
Tata,Punch Adventure,20190.0,First Owner,Manual,1199.0,Petrol,Gurgaon,2023.0,2.0,658000.0
Renault,KWID 1.0 AMT RXT,23508.0,First Owner,Automatic,999.0,Petrol,Hyderabad,2023.0,2.0,502000.0
Volkswagen,Polo 1.0 MPI Comfortline,47000.0,First Owner,Manual,999.0,Petrol,Hyderabad,2019.0,6.0,585000.0
Mahindra,XUV700 AX5 7 Str BSVI,39000.0,First Owner,Manual,1999.0,Petrol,Bangalore,2022.0,3.0,1745000.0
Volkswagen,Taigun 1.0 TSI Topline AT BSVI,22850.0,First Owner,Manual,1353.0,Petrol,Bangalore,2022.0,3.0,1750000.0
Mahindra,XUV300 W8 Option Diesel BSVI,31470.0,First Owner,Manual,1497.0,Diesel,Kolkata,2020.0,5.0,900000.0
Renault,Kiger RXT,39329.0,Second Owner,Manual,999.0,Petrol,Hyderabad,2022.0,3.0,629000.0
Skoda,Rapid 1.6 MPI AT Style,69500.0,First Owner,Automatic,1598.0,Petrol,Kolkata,2016.0,9.0,320000.0
Honda,City V MT,40000.0,First Owner,Manual,1498.0,Petrol,Ahmedabad,2021.0,4.0,900000.0
Kia,Sonet HTX Diesel BSVI,50000.0,First Owner,Manual,1493.0,Diesel,Bangalore,2021.0,4.0,1015000.0
Honda,BR-V i-VTEC V CVT,55934.0,First Owner,Automatic,1497.0,Petrol,Thane,2016.0,9.0,649000.0
Toyota,Fortuner 4x2 4 Speed AT,150000.0,Third Owner,Automatic,2982.0,Diesel,Chandigarh,2012.0,13.0,1000000.0
Renault,KWID RXL,53893.0,First Owner,Manual,799.0,Petrol,Noida,2018.0,7.0,270000.0
Kia,Seltos GTX Plus,50289.0,First Owner,Manual,1353.0,Petrol,Pune,2019.0,6.0,1230000.0
Volkswagen,Polo Cup Edition Comfortline,94957.0,First Owner,Manual,999.0,Petrol,Ahmedabad,2019.0,6.0,443000.0
Volkswagen,Taigun 1.0 Topline,29956.0,First Owner,Manual,999.0,Petrol,Ahmedabad,2021.0,4.0,1073000.0
Volkswagen,Taigun 1.0 TSI Highline BSVI,20000.0,First Owner,Manual,999.0,Petrol,Mumbai,2022.0,3.0,1025000.0
Honda,Amaze 2nd Gen VX CVT,37762.0,First Owner,Automatic,1199.0,Petrol,Noida,2023.0,2.0,749000.0
Honda,City i-VTEC CVT ZX,31000.0,First Owner,Automatic,1497.0,Petrol,Pune,2019.0,6.0,900000.0
Toyota,Etios G,84237.0,Second Owner,Manual,1496.0,Petrol,Hyderabad,2011.0,14.0,281000.0
Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,119083.0,First Owner,Manual,2494.0,Diesel,Kolkata,2016.0,9.0,1235000.0
Tata,Safari Accomplished Plus Dark 6S AT,8900.0,First Owner,Automatic,1956.0,Diesel,Mumbai,2024.0,1.0,2795000.0
Renault,KWID RXT,24357.0,First Owner,Manual,799.0,Petrol,Pune,2021.0,4.0,455000.0
Hyundai,Alcazar Platinum 7-Seater,19000.0,First Owner,Manual,1999.0,Petrol,Kolkata,2021.0,4.0,1365000.0
Maruti,Alto 800 LXI,35323.0,First Owner,Manual,796.0,Petrol,Hyderabad,2017.0,8.0,295000.0
Hyundai,Verna 1.6 VTVT AT S Option,66500.0,First Owner,Automatic,1591.0,Petrol,Gurgaon,2015.0,10.0,595000.0
Renault,Triber RXT BSVI,38000.0,First Owner,Manual,999.0,Petrol,Kolkata,2021.0,4.0,515000.0
Kia,Seltos HTX Diesel,12268.0,First Owner,Manual,1493.0,Diesel,Hyderabad,2023.0,2.0,1650000.0
Volkswagen,Vento 1.5 TDI Highline,125000.0,Second Owner,Manual,1498.0,Diesel,Jaipur,2014.0,11.0,375000.0
Volkswagen,Taigun 1.0 TSI Topline BSVI,58500.0,First Owner,Manual,999.0,Petrol,Chennai,2022.0,3.0,1090000.0
Skoda,Kushaq 1.5 TSI Ambition DSG,24000.0,First Owner,Automatic,1498.0,Petrol,Chennai,2025.0,0.0,1440000.0
Kia,Seltos GTX Plus Diesel AT,12900.0,First Owner,Automatic,1493.0,Diesel,Mumbai,2023.0,2.0,2025000.0
Honda,City i VTEC V,28000.0,First Owner,Manual,1497.0,Petrol,New Delhi,2016.0,9.0,550000.0
Maruti,Ignis 1.2 Sigma BSIV,53042.0,First Owner,Manual,1197.0,Petrol,Pune,2018.0,7.0,385000.0
Skoda,Slavia 1.0 TSI Style AT BSVI,15050.0,First Owner,Automatic,999.0,Petrol,Hyderabad,2022.0,3.0,1520000.0
Maruti,Celerio ZXI AT,50000.0,First Owner,Automatic,998.0,Petrol,Chennai,2016.0,9.0,425000.0
Renault,KWID 1.0 RXT,38000.0,First Owner,Manual,999.0,Petrol,Chennai,2017.0,8.0,385000.0
Honda,WR-V VX,20000.0,First Owner,Manual,1199.0,Petrol,Mumbai,2022.0,3.0,900000.0
Toyota,Etios Liva GD,47000.0,First Owner,Manual,1364.0,Diesel,Chennai,2012.0,13.0,420000.0
Skoda,Rapid 1.6 MPI Active,120000.0,First Owner,Manual,1598.0,Petrol,Noida,2013.0,12.0,250000.0
Volkswagen,Vento Petrol Highline AT,33660.0,First Owner,Automatic,1598.0,Petrol,Jaipur,2021.0,4.0,897000.0
Toyota,Glanza G Smart Hybrid,71000.0,First Owner,Manual,1197.0,Petrol,Noida,2022.0,3.0,695000.0
Maruti,Baleno Alpha Diesel,18888.0,First Owner,Manual,1248.0,Diesel,Ahmedabad,2016.0,9.0,536000.0
Renault,Kiger RXT Opt,23000.0,First Owner,Manual,999.0,Petrol,Kolkata,2023.0,2.0,595000.0
Skoda,Octavia Style Plus 2.0 TDI AT,97000.0,Second Owner,Automatic,1968.0,Diesel,Bangalore,2017.0,8.0,1400000.0
Maruti,Wagon R VXI BS IV,21975.0,First Owner,Manual,998.0,Petrol,Pune,2014.0,11.0,295000.0
Maruti,Swift ZDi,150000.0,First Owner,Manual,1248.0,Diesel,Hyderabad,2013.0,12.0,350000.0
Volkswagen,Jetta 2.0L TDI Comfortline,150000.0,Second Owner,Manual,1968.0,Diesel,Bangalore,2014.0,11.0,570000.0
Renault,Kiger RXT Turbo,10088.0,First Owner,Manual,999.0,Petrol,Kolkata,2022.0,3.0,778000.0
Kia,Seltos HTX IVT,22300.0,First Owner,Automatic,1497.0,Petrol,New Delhi,2023.0,2.0,1480000.0
Renault,Kiger RXZ Turbo CVT,47424.0,First Owner,Automatic,999.0,Petrol,Noida,2022.0,3.0,787000.0
Kia,Seltos HTK,48663.0,First Owner,Manual,1497.0,Petrol,Pune,2022.0,3.0,1096000.0
Kia,Sonet HTX Turbo iMT,20753.0,First Owner,Automatic,998.0,Petrol,Ahmedabad,2022.0,3.0,936000.0
Volkswagen,T-Roc TSI,62900.0,First Owner,Automatic,1498.0,Petrol,Mumbai,2020.0,5.0,1649000.0
Mahindra,XUV300 W8 Option Diesel BSVI,24000.0,First Owner,Manual,1497.0,Diesel,Kolkata,2022.0,3.0,851000.0
Mahindra,XUV500 W11 FWD Diesel,86000.0,First Owner,Manual,2179.0,Diesel,Mohali,2019.0,6.0,1025000.0
Hyundai,Santro Era,33774.0,First Owner,Manual,1086.0,Petrol,Hyderabad,2019.0,6.0,395000.0
Kia,Sonet HTK Plus,12000.0,First Owner,Manual,1197.0,Petrol,Ahmedabad,2023.0,2.0,890000.0
Toyota,Corolla Altis 1.8 GL,42000.0,Second Owner,Manual,1798.0,Petrol,Pune,2019.0,6.0,850000.0
Toyota,Innova Crysta 2.4 GX 7 STR AT,99000.0,First Owner,Automatic,2393.0,Diesel,Chennai,2020.0,5.0,2250000.0
Mahindra,XUV300 W6 Diesel BSIV,73499.0,First Owner,Manual,1497.0,Diesel,Gurgaon,2019.0,6.0,597000.0
Kia,Seltos GTX Plus Diesel AT,23000.0,First Owner,Automatic,1493.0,Diesel,Kolkata,2023.0,2.0,1485000.0
Maruti,Swift VXI 2018,49000.0,First Owner,Manual,1197.0,Petrol,Mumbai,2018.0,7.0,530000.0
Kia,Sonet GTX Plus Turbo iMT,62806.0,First Owner,Automatic,998.0,Petrol,Jaipur,2020.0,5.0,934000.0
Volkswagen,Ameo 1.2 MPI Comfortline,98000.0,First Owner,Manual,1198.0,Petrol,Mumbai,2016.0,9.0,425000.0
Hyundai,Exter SX Opt Connect,12000.0,First Owner,Manual,1197.0,Petrol,Kolkata,2023.0,2.0,815000.0
Hyundai,Grand i10 Asta,62000.0,First Owner,Manual,1197.0,Petrol,Chennai,2016.0,9.0,480000.0
Honda,City i-VTEC VX,60000.0,First Owner,Manual,1497.0,Petrol,Pune,2018.0,7.0,620000.0
Toyota,Etios VX,43000.0,First Owner,Manual,1496.0,Petrol,Pune,2010.0,15.0,220000.0
Mahindra,XUV500 W6 2WD,55661.0,First Owner,Manual,2179.0,Diesel,Mumbai,2014.0,11.0,650000.0
Skoda,Kodiaq 2.0 TDI Laurin Klement,60000.0,First Owner,Automatic,1968.0,Diesel,Gurgaon,2019.0,6.0,2200000.0
Mahindra,Thar LX 4WD Hard Top AT BSVI,26776.0,First Owner,Automatic,1997.0,Petrol,Noida,2021.0,4.0,1145000.0
Tata,Nexon XM S Diesel,12783.0,First Owner,Manual,1497.0,Diesel,Gurgaon,2022.0,3.0,783000.0
Maruti,Ciaz 1.4 Alpha,23000.0,First Owner,Manual,1373.0,Petrol,Chennai,2018.0,7.0,725000.0
Tata,Tiago XTA AMT CNG,5793.0,First Owner,Automatic,1199.0,CNG,Thane,2024.0,1.0,745000.0
Tata,Harrier XZ BSIV,43036.0,First Owner,Manual,1956.0,Diesel,Kolkata,2019.0,6.0,1049000.0
Kia,Seltos GTX,67000.0,First Owner,Manual,1353.0,Petrol,Noida,2019.0,6.0,1075000.0
Tata,Nano Twist XTA,26000.0,First Owner,Automatic,624.0,Petrol,Chandigarh,2015.0,10.0,185000.0
Renault,Kiger RXT AMT Opt,22778.0,First Owner,Automatic,999.0,Petrol,Thane,2021.0,4.0,645000.0
Maruti,Alto K10 VXi BSVI,11768.0,First Owner,Manual,998.0,Petrol,Ahmedabad,2023.0,2.0,388000.0
Mahindra,Thar LX Hard Top,33147.0,First Owner,Manual,1997.0,Petrol,Ahmedabad,2023.0,2.0,1340000.0
Tata,Altroz XZ Diesel,73214.0,First Owner,Manual,1497.0,Diesel,Chandigarh,2021.0,4.0,635000.0
Hyundai,Grand i10 1.2 Kappa Asta,50000.0,First Owner,Manual,1197.0,Petrol,Jaipur,2019.0,6.0,545000.0
Maruti,Swift Dzire VDI,150000.0,First Owner,Manual,1248.0,Diesel,Noida,2016.0,9.0,360000.0
Volkswagen,Vento Petrol Highline,101384.0,First Owner,Manual,1598.0,Petrol,Thane,2013.0,12.0,299000.0
Honda,Elevate ZX CVT,15896.0,First Owner,Automatic,1498.0,Petrol,Kolkata,2024.0,1.0,1425000.0
Maruti,Wagon R Stingray LXI,90000.0,Second Owner,Manual,998.0,Petrol,Pune,2014.0,11.0,310000.0
Toyota,Glanza S AMT,3200.0,First Owner,Automatic,1197.0,Petrol,New Delhi,2024.0,1.0,880000.0
Mahindra,XUV700 AX7 AT BSVI,24100.0,First Owner,Automatic,1999.0,Petrol,New Delhi,2023.0,2.0,1975000.0
Honda,Amaze VX CVT Petrol,12400.0,First Owner,Automatic,1199.0,Petrol,Kolkata,2021.0,4.0,649000.0
Kia,Seltos GTX Plus,101087.0,First Owner,Manual,1353.0,Petrol,Hyderabad,2020.0,5.0,1291000.0
Honda,Amaze 2nd Gen E,30000.0,First Owner,Manual,1199.0,Petrol,Chandigarh,2023.0,2.0,635000.0
Kia,Sonet GTX Plus Turbo iMT,44103.0,First Owner,Automatic,998.0,Petrol,Ahmedabad,2021.0,4.0,985000.0
Maruti,Wagon R VXI 1.2,42556.0,Second Owner,Manual,1197.0,Petrol,Bangalore,2011.0,14.0,274000.0
Renault,Triber RXZ,84585.0,First Owner,Manual,999.0,Petrol,Kolkata,2020.0,5.0,494000.0
Tata,Punch Adventure CNG,30000.0,First Owner,Manual,1199.0,CNG,New Delhi,2024.0,1.0,740000.0
Toyota,Innova 2.5 VX (Diesel) 8 Seater,105000.0,Second Owner,Manual,2494.0,Diesel,Chennai,2013.0,12.0,1050000.0
Maruti,S-Presso VXI,8960.0,Second Owner,Manual,998.0,Petrol,Mumbai,2020.0,5.0,355000.0
Toyota,Etios Liva V,78000.0,First Owner,Manual,1197.0,Petrol,Ahmedabad,2014.0,11.0,335000.0
Honda,Civic 1.8 V MT,100000.0,Third Owner,Manual,1799.0,Petrol,Chandigarh,2010.0,15.0,220000.0
Mahindra,Thar LX Convert Top Diesel,70000.0,First Owner,Manual,2184.0,Diesel,Hyderabad,2024.0,1.0,1450000.0
Renault,Duster 4x4,71485.0,First Owner,Manual,1461.0,Diesel,Hyderabad,2017.0,8.0,679000.0
Renault,KWID Climber 1.0 MT,35029.0,First Owner,Manual,999.0,Petrol,Chennai,2019.0,6.0,404000.0
Volkswagen,Taigun 1.0 Topline,28000.0,First Owner,Manual,999.0,Petrol,New Delhi,2022.0,3.0,1325000.0
Kia,Sonet GTX Plus Diesel AT,51710.0,First Owner,Automatic,1493.0,Diesel,Noida,2020.0,5.0,997000.0
Kia,Sonet HTK Plus,17000.0,First Owner,Manual,1197.0,Petrol,Ahmedabad,2024.0,1.0,1040000.0
Mahindra,XUV500 W8 FWD,175000.0,First Owner,Manual,2179.0,Diesel,Gurgaon,2015.0,10.0,400000.0
Renault,KWID 1.0 RXT Opt,24690.0,First Owner,Manual,999.0,Petrol,Gurgaon,2018.0,7.0,349000.0
Tata,Punch Pure,25330.0,First Owner,Manual,1199.0,Petrol,Ahmedabad,2022.0,3.0,516000.0
Mahindra,XUV500 W11 FWD Diesel,73000.0,Second Owner,Manual,2179.0,Diesel,Kolkata,2018.0,7.0,990000.0
Honda,Jazz 1.2 VX i VTEC,25854.0,First Owner,Manual,1199.0,Petrol,Chennai,2018.0,7.0,655000.0
Mahindra,Thar LX Hard Top,7000.0,First Owner,Manual,1997.0,Petrol,Kolkata,2023.0,2.0,1275000.0
Skoda,Octavia 1.8 TSI AT Style Plus,62486.0,First Owner,Automatic,1798.0,Petrol,Thane,2016.0,9.0,875000.0
Tata,Altroz XZ,24796.0,First Owner,Manual,1199.0,Petrol,Jaipur,2022.0,3.0,741000.0
Skoda,Kodiaq 2.0 TDI Style,73000.0,First Owner,Automatic,1968.0,Diesel,Jaipur,2020.0,5.0,2300000.0
Honda,Amaze S Petrol,24999.0,Second Owner,Manual,1199.0,Petrol,Bangalore,2020.0,5.0,635000.0
Volkswagen,Taigun 1.5 TSI GT Plus DSG,12000.0,First Owner,Automatic,1498.0,Petrol,Mumbai,2022.0,3.0,1550000.0
Tata,Nexon 1.2 Revotron XZ Plus Dual Tone,27027.0,Second Owner,Manual,1198.0,Petrol,Pune,2022.0,3.0,864000.0
Renault,KWID RXL,32948.0,First Owner,Manual,799.0,Petrol,Hyderabad,2019.0,6.0,343000.0
Honda,Jazz VX CVT,65000.0,First Owner,Automatic,1199.0,Petrol,Pune,2019.0,6.0,675000.0
Renault,Triber RXZ EASY-R AMT BSVI,24896.0,Second Owner,Automatic,999.0,Petrol,Noida,2020.0,5.0,499000.0
Renault,Duster Petrol RXS CVT,37203.0,First Owner,Automatic,1498.0,Petrol,Ghaziabad,2017.0,8.0,536000.0
Tata,Nexon 1.5 Revotorq XM,103000.0,First Owner,Manual,1497.0,Diesel,Noida,2017.0,8.0,500000.0
Maruti,Baleno Delta Diesel,22973.0,First Owner,Manual,1248.0,Diesel,Jaipur,2022.0,3.0,645000.0
Renault,KWID RXT,46666.0,Second Owner,Manual,799.0,Petrol,Ahmedabad,2016.0,9.0,244000.0
Renault,KWID RXT,48063.0,Second Owner,Manual,799.0,Petrol,Noida,2016.0,9.0,207000.0
Hyundai,Grand i10 Asta,67000.0,Second Owner,Manual,1197.0,Petrol,Jaipur,2015.0,10.0,400000.0
Mahindra,XUV300 W8 BSVI,27687.0,First Owner,Manual,1197.0,Petrol,Chennai,2022.0,3.0,886000.0
Renault,KWID 1.0 RXT,55000.0,First Owner,Manual,999.0,Petrol,Chandigarh,2017.0,8.0,295000.0
Toyota,Fortuner 4X4 Diesel AT,60000.0,First Owner,Automatic,2755.0,Diesel,Chennai,2023.0,2.0,3750000.0
Mahindra,XUV300 W6 AMT Diesel BSVI,102886.0,First Owner,Automatic,1497.0,Diesel,Ahmedabad,2021.0,4.0,710000.0
Kia,Seltos HTX IVT,14905.0,First Owner,Automatic,1497.0,Petrol,Ahmedabad,2021.0,4.0,1250000.0
Mahindra,XUV300 W8 Option Diesel BSVI,46000.0,First Owner,Manual,1497.0,Diesel,Kolkata,2021.0,4.0,855000.0
Tata,Tiago XE BSVI,18906.0,First Owner,Manual,1199.0,Petrol,Pune,2021.0,4.0,466000.0
Volkswagen,Taigun 1.0 TSI Topline BSVI,22260.0,First Owner,Manual,999.0,Petrol,Chennai,2023.0,2.0,1320000.0
Renault,Triber RXZ,26490.0,Second Owner,Manual,999.0,Petrol,Bangalore,2022.0,3.0,651000.0
Renault,KWID 1.0 RXT Optional AT 2016-2019,26856.0,First Owner,Automatic,999.0,Petrol,Noida,2018.0,7.0,330000.0
Tata,Nexon XZ 2020-2022,19520.0,First Owner,Manual,1199.0,Petrol,Kolkata,2021.0,4.0,704000.0
Mahindra,Thar LX 4WD Hard Top AT BSVI,50000.0,Second Owner,Automatic,1997.0,Petrol,Pune,2022.0,3.0,1450000.0
Renault,KWID 1.0 RXT Optional,33913.0,First Owner,Manual,999.0,Petrol,Chandigarh,2019.0,6.0,295000.0
Renault,Duster Petrol RXS CVT,41591.0,First Owner,Automatic,1498.0,Petrol,Bangalore,2018.0,7.0,750000.0
Tata,Tigor 1.2 Revotron XZ,89037.0,First Owner,Manual,1199.0,Petrol,Jaipur,2022.0,3.0,583000.0
Kia,Seltos GTX Plus DCT,31717.0,First Owner,Automatic,1353.0,Petrol,Gurgaon,2020.0,5.0,1364000.0
Hyundai,Verna CRDi 1.6 AT SX Plus,65000.0,First Owner,Automatic,1582.0,Diesel,Chandigarh,2018.0,7.0,910000.0
Renault,Kiger RXT Turbo,17043.0,First Owner,Manual,999.0,Petrol,Pune,2021.0,4.0,680000.0
Kia,Seltos GTX Plus,91500.0,Second Owner,Manual,1353.0,Petrol,Mumbai,2021.0,4.0,1400000.0
Hyundai,Creta EX BSVI,30000.0,First Owner,Manual,1497.0,Petrol,Ahmedabad,2021.0,4.0,995000.0
Renault,Kiger RXT Turbo,26416.0,First Owner,Manual,999.0,Petrol,Bangalore,2021.0,4.0,765000.0
Maruti,Swift VXI,29000.0,First Owner,Manual,1197.0,Petrol,New Delhi,2021.0,4.0,585000.0
Honda,New Accord 2.4 A/T,50000.0,Second Owner,Automatic,2354.0,Petrol,Chandigarh,2011.0,14.0,435000.0
Maruti,Alto K10 VXI,14799.0,First Owner,Manual,998.0,Petrol,Jaipur,2023.0,2.0,428000.0
Toyota,Glanza G CNG,61322.0,Second Owner,Manual,1197.0,CNG,Gurgaon,2021.0,4.0,610000.0
Kia,Seltos GTX Plus Diesel AT,36650.0,First Owner,Automatic,1493.0,Diesel,Hyderabad,2022.0,3.0,1850000.0
Renault,Triber RXL BSVI,23660.0,First Owner,Manual,999.0,Petrol,Hyderabad,2021.0,4.0,549000.0
Mahindra,Bolero Neo N8,9000.0,First Owner,Manual,1493.0,Diesel,New Delhi,2023.0,2.0,975000.0
Maruti,Wagon R VXI BSVI,7090.0,First Owner,Manual,998.0,Petrol,Ahmedabad,2022.0,3.0,487000.0
Volkswagen,Vento TSI,110000.0,First Owner,Automatic,1197.0,Petrol,Pune,2013.0,12.0,399000.0
Maruti,Swift AMT ZXI,14529.0,First Owner,Automatic,1197.0,Petrol,Hyderabad,2023.0,2.0,829000.0
Honda,City i-VTEC CVT VX,34000.0,First Owner,Automatic,1497.0,Petrol,Kolkata,2018.0,7.0,615000.0
Skoda,Rapid 1.0 TSI Ambition AT,63159.0,Second Owner,Automatic,999.0,Petrol,Bangalore,2021.0,4.0,761000.0
Skoda,Rapid 1.6 MPI AT Ambition BSIV,88057.0,First Owner,Automatic,1598.0,Petrol,Chennai,2019.0,6.0,570000.0
Toyota,Fortuner 4X2 Diesel AT,12000.0,First Owner,Automatic,2755.0,Diesel,Bangalore,2023.0,2.0,4275000.0
Kia,Seltos GTX Plus,19005.0,Second Owner,Manual,1353.0,Petrol,Ahmedabad,2022.0,3.0,1299000.0
Skoda,Superb Style 1.8 TSI AT,78000.0,First Owner,Automatic,1798.0,Petrol,Bangalore,2017.0,8.0,1690000.0
Volkswagen,Polo 1.2 MPI Comfortline,79000.0,Second Owner,Manual,1199.0,Petrol,Bangalore,2016.0,9.0,575000.0
Skoda,Superb L&K,4000.0,First Owner,Automatic,1984.0,Petrol,New Delhi,2024.0,1.0,4450000.0
Skoda,Kodiaq L & K,27000.0,First Owner,Automatic,1984.0,Petrol,New Delhi,2023.0,2.0,3500000.0
Honda,Jazz V,44239.0,First Owner,Manual,1199.0,Petrol,Pune,2016.0,9.0,477000.0
Renault,KWID 1.0 AMT RXT,33160.0,First Owner,Automatic,999.0,Petrol,Noida,2017.0,8.0,268000.0
Volkswagen,Taigun 1.0 TSI Topline AT BSVI,13000.0,First Owner,Automatic,999.0,Petrol,Chennai,2022.0,3.0,1550000.0
Hyundai,i20 Sportz Petrol,90034.0,First Owner,Manual,1197.0,Petrol,Hyderabad,2011.0,14.0,254000.0
Hyundai,Creta SX Opt Turbo DCT,41340.0,First Owner,Automatic,1397.0,Petrol,Ahmedabad,2021.0,4.0,1451000.0
Hyundai,Creta 1.6 SX Automatic,50000.0,First Owner,Automatic,1591.0,Petrol,Jaipur,2019.0,6.0,1150000.0
Renault,KWID Climber 1.0 AMT Opt,25265.0,First Owner,Automatic,999.0,Petrol,Mumbai,2021.0,4.0,419000.0
